RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
DaMarques Johnson,Amir Sadollah,,,,,2011-03-26,"Seattle, Washington, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,4.71,0.46,0.3,0.57,0.27,2,2,14,1,0,0,3,0,1,0,4,Orthodox,177.8,190.5,170,0,1,0,2.11,0.37,0.7,1.18,0.55,2,2,8,1,0,0,0,1,2,0,3,Orthodox,185.42,190.5,170,28,30,0,0,0,1,0,6,0,-1,-1,-7.620000000000003,0.0,2,2.6,-0.3999999999999999,-0.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Chan Sung Jung,Leonard Garcia,,,,,2011-03-26,"Seattle, Washington, USA",USA,Red,False,Featherweight,MALE,3,0,1,1,2.77,0.24,0.5,0.3,0.26,2,5,28,1,0,3,0,2,1,0,6,Orthodox,177.8,172.72,145,2,0,0,3.93,0.41,0.6,0.7,0.44,0,2,5,2,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,24,31,-2,1,2,6,3,23,-1,2,1,7.620000000000003,-10.159999999999997,7,-1.16,-0.0999999999999999,-0.3999999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jon Madsen,Mike Russow,,,,,2011-03-26,"Seattle, Washington, USA",USA,Blue,False,Heavyweight,MALE,3,0,3,0,1.55,0.47,0.7,4.66,0.43,3,1,8,0,0,0,1,1,1,0,3,Orthodox,185.42,185.42,255,0,4,0,2.46,0.41,0.0,1.32,0.71,4,0,10,0,0,1,2,1,0,0,4,Orthodox,182.88,182.88,240,31,34,0,-1,-1,-1,1,-2,0,0,1,2.5400000000000205,2.5400000000000205,3,-0.91,0.7,3.34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Alex Caceres,Mackens Semerzier,,,,,2011-03-26,"Seattle, Washington, USA",USA,Blue,False,Featherweight,MALE,3,3,0,0,2.91,0.45,2.1,2.14,0.5,1,3,9,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,145,0,0,0,4.21,0.49,0.7,0.54,0.68,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,22,30,3,0,1,1,3,9,0,0,1,-2.5400000000000205,-2.5400000000000205,8,-1.2999999999999998,1.4,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
John Hathaway,Kris McCray,,,,,2011-03-26,"Seattle, Washington, USA",USA,Red,False,Welterweight,MALE,3,2,0,0,2.69,0.45,0.0,2.88,0.55,0,2,3,1,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,1,0,0,3.4,0.4,0.9,2.61,0.43,4,1,13,0,0,0,3,1,0,0,4,Orthodox,185.42,190.5,170,23,29,1,0,-4,-4,1,-10,1,-1,0,-2.5400000000000205,2.539999999999992,6,-0.71,-0.9,0.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Michael McDonald,Edwin Figueroa,,,,,2011-03-26,"Seattle, Washington, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,2.57,0.39,0.6,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,0,1,0,2.69,0.42,1.4,1.09,0.66,1,0,1,1,0,0,0,0,1,0,1,Orthodox,175.26,177.8,135,20,26,0,-1,-1,-1,0,-1,-1,0,-1,-5.079999999999984,-2.5400000000000205,6,-0.1200000000000001,-0.7999999999999999,-0.8900000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Sean McCorkle,Christian Morecraft,,,,,2011-03-26,"Seattle, Washington, USA",USA,Blue,False,Heavyweight,MALE,3,1,0,0,2.82,0.34,2.2,3.26,0.66,0,1,2,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,1,0,0,0.85,0.44,4.2,2.12,0.4,1,1,2,0,0,0,0,0,1,0,1,Orthodox,200.66,205.74,265,34,24,0,0,-1,-1,0,0,0,0,-1,-2.539999999999992,0.0,-10,1.97,-2.0,1.1399999999999997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Johny Hendricks,TJ Waldburger,,,,,2011-03-26,"Seattle, Washington, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,2.02,0.51,4.8,3.03,0.46,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,190.5,170,1,0,0,3.49,0.45,0.3,3.83,0.46,6,1,17,3,1,0,2,3,0,0,6,Southpaw,175.26,175.26,185,27,22,-1,1,-5,-5,-1,-14,-3,-3,0,5.0800000000000125,15.240000000000007,-5,-1.4700000000000002,4.5,-0.8000000000000003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Mario Miranda,Aaron Simpson,,,,,2011-03-26,"Seattle, Washington, USA",USA,Blue,False,Middleweight,MALE,3,2,0,0,3.6,0.52,0.5,3.78,0.34,4,2,12,0,0,1,0,3,0,0,4,Orthodox,182.88,185.42,170,1,0,0,1.96,0.54,0.0,1.02,0.6,1,2,6,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,185,31,36,1,0,3,3,0,6,0,2,0,-7.620000000000003,-2.539999999999992,5,1.64,0.5,2.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Waylon Lowe,Nik Lentz,,,,,2011-03-26,"Seattle, Washington, USA",USA,Blue,False,Lightweight,MALE,3,0,4,1,3.44,0.47,1.2,3.3,0.32,3,0,15,0,0,1,3,0,0,0,4,Orthodox,172.72,172.72,145,0,2,0,1.88,0.55,0.3,4.47,0.55,2,1,7,0,0,1,1,0,0,0,2,Southpaw,170.18,170.18,145,30,26,0,2,1,2,-1,8,0,0,0,2.539999999999992,2.539999999999992,-4,1.56,0.8999999999999999,-1.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Georges St-Pierre,Jake Shields,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,True,Welterweight,MALE,5,0,13,0,2.45,0.36,1.2,2.83,0.29,13,0,30,2,1,1,4,1,6,0,13,Orthodox,182.88,182.88,170,0,8,0,3.78,0.53,1.1,4.16,0.74,8,2,55,14,0,1,7,8,5,0,21,Orthodox,180.34,193.04,185,29,32,0,5,5,-8,-2,-25,-12,-7,1,2.539999999999992,-10.159999999999997,3,-1.3299999999999996,0.0999999999999998,-1.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jose Aldo,Mark Hominick,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,True,Featherweight,MALE,5,0,5,0,4.08,0.42,0.9,0.25,0.66,5,2,16,0,0,1,1,2,3,0,7,Orthodox,172.72,172.72,145,0,8,0,3.62,0.46,0.1,0.49,0.53,8,0,17,14,0,0,1,7,0,0,8,Orthodox,170.18,177.8,135,24,28,0,-3,-3,-1,2,-1,-14,-5,3,2.539999999999992,-5.0800000000000125,4,0.4599999999999999,0.8,-0.24,1,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Lyoto Machida,Randy Couture,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,False,Light Heavyweight,MALE,3,0,3,0,2.85,0.57,0.5,2.78,0.46,4,8,62,16,1,0,4,7,4,0,16,Orthodox,185.42,190.5,205,2,0,0,2.59,0.53,0.4,1.21,0.65,16,2,45,5,0,1,8,5,2,0,16,Southpaw,185.42,187.96,185,32,47,-2,3,-12,0,6,17,11,2,2,0.0,2.539999999999992,15,0.2600000000000002,0.0999999999999999,1.5699999999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Vladimir Matyushenko,Jason Brilz,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,False,Light Heavyweight,MALE,3,1,0,0,2.66,0.4,1.3,2.37,0.25,2,2,14,0,0,0,2,1,0,0,3,Orthodox,180.34,180.34,205,0,1,0,1.9,0.44,0.1,3.25,0.46,2,4,26,1,0,1,4,2,0,0,7,Orthodox,182.88,187.96,205,40,35,1,-1,0,-4,-2,-12,-1,-1,0,-2.539999999999992,-7.620000000000003,-5,0.7600000000000002,1.2,-0.8799999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Mark Bocek,Benson Henderson,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Blue,False,Lightweight,MALE,3,1,0,0,2.93,0.45,0.8,2.4,0.45,5,1,17,9,0,0,1,1,3,0,5,Southpaw,175.26,177.8,170,0,1,0,2.34,0.43,1.3,3.65,0.36,3,3,16,0,0,0,1,0,4,0,5,Orthodox,172.72,190.5,155,29,27,1,-1,2,0,-2,1,9,1,-1,2.539999999999992,-12.699999999999989,-2,0.5900000000000003,-0.5,-1.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Nate Diaz,Rory MacDonald,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Blue,False,Welterweight,MALE,3,1,0,0,3.75,0.42,0.4,1.77,0.47,1,1,4,1,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,1,0,0,4.57,0.45,1.3,1.05,0.3,5,5,36,3,0,1,0,3,8,0,12,Southpaw,182.88,193.04,170,26,21,0,0,-4,-11,-4,-32,-2,-3,-7,0.0,0.0,-5,-0.8200000000000003,-0.9,0.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jake Ellenberger,Sean Pierson,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,False,Welterweight,MALE,3,0,1,0,3.84,0.39,0.4,0.39,0.18,1,0,3,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,170,0,3,0,2.47,0.39,0.4,2.04,0.47,3,1,11,0,0,1,0,2,0,0,3,Orthodox,175.26,180.34,170,26,35,0,-2,-2,-2,-1,-8,0,-2,0,7.620000000000003,12.699999999999989,9,1.3699999999999997,0.0,-1.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Daniel Roberts,Claude Patrick,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Blue,False,Welterweight,MALE,3,0,2,0,1.8,0.55,1.7,2.32,0.53,2,0,5,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,170,0,3,0,0.73,0.2,2.5,2.46,0.44,3,1,6,0,0,1,0,0,2,0,3,Southpaw,177.8,187.96,170,30,30,0,-1,-1,-1,-1,-1,0,0,-1,2.539999999999992,2.539999999999992,0,1.07,-0.8,-0.1400000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ivan Menjivar,Charlie Valencia,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,False,Bantamweight,MALE,3,1,0,0,2.58,0.37,0.5,1.4,0.53,3,4,19,0,0,1,2,1,1,0,5,Orthodox,160.02,162.56,135,3,0,0,2.78,0.37,1.0,0.56,0.28,0,3,7,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,145,28,36,-2,0,3,5,1,12,0,1,1,-7.620000000000003,0.0,8,-0.1999999999999997,-0.5,0.8399999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jason MacDonald,Ryan Jensen,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,False,Middleweight,MALE,3,1,0,0,2.84,0.39,1.9,1.55,0.5,1,6,11,0,0,0,0,0,2,0,2,Orthodox,185.42,193.04,185,3,0,0,1.55,0.52,2.0,1.43,0.16,2,6,20,0,0,0,0,2,3,0,5,Orthodox,190.5,203.2,185,35,33,-2,0,-1,-3,0,-9,0,-2,-1,-5.079999999999984,-10.159999999999997,-2,1.2899999999999998,-0.1,0.1200000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
John Makdessi,Kyle Watson,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Red,False,Lightweight,MALE,3,0,1,0,3.67,0.35,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,182.88,182.88,155,0,1,0,5.52,0.49,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,155,25,31,0,0,0,0,0,0,0,0,0,10.159999999999997,10.159999999999997,6,-1.85,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Yves Jabouin,Pablo Garza,,,,,2011-04-30,"Toronto, Ontario, Canada",Canada,Blue,False,Featherweight,MALE,3,0,1,0,3.37,0.44,1.3,0.94,0.25,1,1,2,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,145,0,1,0,3.06,0.41,0.1,1.94,0.6,1,2,8,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,31,27,0,0,0,0,-1,-6,0,1,0,15.240000000000007,12.700000000000015,-4,0.31,1.2,-1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Quinton Jackson,Matt Hamill,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,5,0,5,0,3.69,0.42,0.0,3.0,0.34,5,2,23,0,1,0,2,5,0,0,9,Orthodox,185.42,193.04,205,0,1,0,3.25,0.54,0.1,1.52,0.56,6,7,52,6,0,4,3,12,0,0,19,Orthodox,185.42,185.42,205,32,34,0,4,-1,-10,-5,-29,-6,-7,0,0.0,7.619999999999976,2,0.4399999999999999,-0.1,1.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Frank Mir,Roy Nelson,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,2.18,0.36,0.1,1.14,0.27,2,3,10,1,0,0,0,2,0,0,2,Orthodox,182.88,185.42,263,0,1,0,2.18,0.47,2.0,2.02,0.4,4,5,24,5,0,0,1,3,7,0,12,Southpaw,190.5,200.66,264,32,34,1,-1,-2,-10,-2,-14,-4,-1,-7,-7.620000000000003,-15.23999999999998,2,0.0,-1.9,-0.8800000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Stefan Struve,Travis Browne,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,0,1,1,2.93,0.41,0.2,1.21,0.68,1,0,4,0,0,0,0,1,0,0,1,Orthodox,198.12,200.66,255,0,2,0,3.12,0.47,1.7,0.56,0.46,3,2,11,0,1,0,0,2,2,0,5,Orthodox,210.82,213.36,265,23,28,0,-1,-2,-4,-2,-7,0,-1,-2,-12.699999999999989,-12.700000000000015,5,-0.1899999999999999,-1.5,0.6499999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Thiago Alves,Rick Story,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,5,0,3.8,0.41,0.9,2.53,0.48,5,1,16,0,0,2,1,1,1,0,5,Southpaw,175.26,180.34,170,0,1,0,3.73,0.41,0.3,0.71,0.6,7,4,33,1,0,0,3,7,0,0,10,Orthodox,175.26,177.8,170,27,26,0,4,-2,-5,-3,-17,-1,-6,1,0.0,2.539999999999992,-1,0.0699999999999998,0.6000000000000001,1.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Brian Stann,Jorge Santiago,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,2,0,1.69,0.35,0.8,0.58,0.3,2,3,11,1,0,0,0,3,0,0,3,Orthodox,185.42,190.5,170,0,2,0,3.28,0.42,0.3,0.12,0.12,5,3,21,2,0,0,2,6,1,0,9,Orthodox,185.42,187.96,205,30,30,0,0,-3,-6,0,-10,-1,-3,-1,0.0,2.539999999999992,0,-1.59,0.5,0.4599999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Miguel Torres,Demetrious Johnson,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,3,0,3.43,0.54,0.5,3.35,0.56,3,1,12,14,0,0,2,0,1,0,3,Orthodox,160.02,167.64,125,0,2,0,3.98,0.43,1.6,0.0,0.0,5,2,20,4,0,0,2,2,3,0,7,Orthodox,175.26,193.04,135,30,24,0,1,-2,-4,-1,-8,10,-2,-2,-15.23999999999998,-25.399999999999977,-6,-0.5499999999999998,-1.1,3.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Kendall Grove,Tim Boetsch,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,2.93,0.5,0.8,1.45,0.34,1,3,12,0,0,0,1,2,0,0,3,Orthodox,182.88,187.96,185,1,0,0,2.31,0.41,1.7,0.49,0.45,3,5,24,1,0,2,1,2,2,0,7,Orthodox,198.12,200.66,185,28,30,0,0,-2,-4,-2,-12,-1,0,-2,-15.240000000000007,-12.699999999999989,2,0.6200000000000001,-0.8999999999999999,0.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Gleison Tibau,Rafaello Oliveira,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,2.19,0.33,1.6,2.49,0.36,1,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,155,0,1,0,1.95,0.31,0.8,4.08,0.53,3,5,31,0,0,1,4,1,2,0,8,Southpaw,177.8,180.34,155,27,29,1,-1,-2,-7,-3,-22,0,-1,-2,-5.0800000000000125,0.0,2,0.24,0.8,-1.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Michael McDonald,Chris Cariaso,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1,0,3.35,0.43,0.8,1.11,0.39,4,1,15,1,0,0,4,0,1,0,5,Southpaw,160.02,162.56,125,0,2,0,2.69,0.42,1.4,1.09,0.66,2,0,4,1,0,0,1,0,1,0,2,Orthodox,175.26,177.8,135,20,30,0,-1,2,3,1,11,0,0,0,-15.23999999999998,-15.240000000000007,10,0.6600000000000001,-0.5999999999999999,0.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Cole Escovedo,Renan Barao,,,,,2011-05-28,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,0,3.78,0.36,0.5,1.49,0.41,2,0,4,6,0,0,0,0,2,0,2,Orthodox,167.64,177.8,145,1,0,0,1.77,0.43,0.0,0.43,0.33,2,3,8,1,0,0,0,2,0,0,2,Orthodox,170.18,182.88,135,29,24,-1,2,0,0,-3,-4,5,-2,2,-2.539999999999992,-5.079999999999984,-5,2.01,0.5,1.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ramsey Nijem,Tony Ferguson,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Blue,True,Welterweight,MALE,5,0,0,0,4.91,0.45,0.9,0.39,0.35,0,0,0,2,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170,0,0,0,3.05,0.44,1.1,5.32,0.62,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,155,23,27,0,0,0,0,0,0,2,0,0,0.0,2.539999999999992,4,1.8600000000000003,-0.2,-4.930000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Clay Guida,Anthony Pettis,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,4,0,3.05,0.47,1.1,0.61,0.5,4,1,15,5,0,0,1,1,3,0,5,Orthodox,177.8,182.88,155,0,3,0,2.63,0.33,0.6,3.1,0.35,3,6,46,2,0,2,3,1,4,0,10,Orthodox,170.18,177.8,155,29,24,0,1,1,-5,-5,-31,3,0,-1,7.620000000000003,5.079999999999984,-5,0.4199999999999999,0.5000000000000001,-2.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ed Herman,Tim Credeur,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,3.59,0.3,3.3,0.41,1.0,3,1,8,0,0,0,0,2,1,0,3,Orthodox,190.5,190.5,185,1,0,0,3.31,0.48,1.0,1.96,0.47,3,5,20,1,0,0,1,1,2,0,4,Orthodox,185.42,195.58,205,30,33,0,0,0,-1,-4,-12,-1,1,-1,5.079999999999984,-5.0800000000000125,3,0.2799999999999998,2.3,-1.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Fabio Maldonado,Kyle Kingsbury,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,3,0,2.97,0.4,0.0,2.64,0.41,3,1,10,0,0,1,1,1,0,0,3,Orthodox,193.04,200.66,205,0,1,0,5.29,0.58,0.6,0.44,0.57,1,0,3,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,205,31,29,0,2,2,2,1,7,0,0,0,7.619999999999976,10.159999999999997,-2,-2.32,-0.6,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Chuck O'Neil,Chris Cope,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,3.96,0.26,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,170,0,0,0,3.13,0.37,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,187.96,187.96,170,25,28,0,1,1,1,0,2,0,1,0,-5.0800000000000125,-5.0800000000000125,3,0.8300000000000001,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Danny Downes,Jeremy Stephens,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,3.17,0.4,0.4,1.16,0.38,2,5,28,0,0,1,1,4,0,0,6,Orthodox,175.26,180.34,145,0,1,0,1.66,0.34,0.5,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,155,25,25,0,0,1,5,4,22,0,4,0,-7.620000000000003,-2.539999999999992,0,1.51,-0.0999999999999999,1.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Josh Grispi,George Roop,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,1,3.43,0.34,0.1,1.05,0.57,1,4,17,0,0,1,0,1,0,0,2,Orthodox,185.42,182.88,135,1,0,0,1.44,0.41,2.2,1.97,0.36,4,1,7,0,0,0,0,1,3,0,4,Orthodox,180.34,187.96,145,22,29,0,0,-3,-2,3,10,0,0,-3,5.0800000000000125,-5.0800000000000125,7,1.99,-2.1,-0.92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ryan McGillivray,Shamar Bailey,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,1.56,0.2,0.0,1.5,0.33,1,1,6,0,0,0,1,0,0,0,1,Southpaw,175.26,190.5,155,0,0,0,1.27,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,180.34,180.34,170,24,28,1,0,1,1,1,6,0,0,0,-5.0800000000000125,10.159999999999997,4,0.29,0.0,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Clay Harvison,Justin Edwards,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,0,0,2.68,0.42,1.0,2.14,0.26,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,0,0,0,3.29,0.48,1.3,0.66,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,30,28,0,0,0,0,0,0,0,0,0,-7.620000000000003,-10.159999999999997,-2,-0.6099999999999999,-0.3,1.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Scott Jorgensen,Ken Stone,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,3.85,0.49,0.6,1.24,0.33,0,1,1,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,135,1,0,0,3.37,0.4,0.7,2.61,0.45,5,3,26,1,0,0,4,1,2,0,7,Orthodox,165.1,167.64,135,28,28,0,0,-5,-7,-2,-25,-1,-1,-2,7.620000000000003,12.699999999999989,0,0.48,-0.0999999999999999,-1.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Reuben Duran,Francisco Rivera,,,,,2011-06-04,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,4.07,0.41,0.6,1.01,0.63,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,1,0,0,3.19,0.49,0.7,0.98,0.23,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,27,29,0,0,0,0,0,-2,0,0,0,2.539999999999992,-2.539999999999992,2,0.8800000000000003,-0.0999999999999999,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
